frame,pelvis_px,pelvis_vx,pelvis_ax,pelvis_jx,pelvis_py,pelvis_vy,pelvis_ay,pelvis_jy,pelvis_pz,pelvis_vz,pelvis_az,pelvis_jz,L5_px,L5_vx,L5_ax,L5_jx,L5_py,L5_vy,L5_ay,L5_jy,L5_pz,L5_vz,L5_az,L5_jz,L3_px,L3_vx,L3_ax,L3_jx,L3_py,L3_vy,L3_ay,L3_jy,L3_pz,L3_vz,L3_az,L3_jz,T12_px,T12_vx,T12_ax,T12_jx,T12_py,T12_vy,T12_ay,T12_jy,T12_pz,T12_vz,T12_az,T12_jz,T8_px,T8_vx,T8_ax,T8_jx,T8_py,T8_vy,T8_ay,T8_jy,T8_pz,T8_vz,T8_az,T8_jz,neck_px,neck_vx,neck_ax,neck_jx,neck_py,neck_vy,neck_ay,neck_jy,neck_pz,neck_vz,neck_az,neck_jz,head_px,head_vx,head_ax,head_jx,head_py,head_vy,head_ay,head_jy,head_pz,head_vz,head_az,head_jz,shoulderRight_px,shoulderRight_vx,shoulderRight_ax,shoulderRight_jx,shoulderRight_py,shoulderRight_vy,shoulderRight_ay,shoulderRight_jy,shoulderRight_pz,shoulderRight_vz,shoulderRight_az,shoulderRight_jz,upperArmRight_px,upperArmRight_vx,upperArmRight_ax,upperArmRight_jx,upperArmRight_py,upperArmRight_vy,upperArmRight_ay,upperArmRight_jy,upperArmRight_pz,upperArmRight_vz,upperArmRight_az,upperArmRight_jz,forearmRight_px,forearmRight_vx,forearmRight_ax,forearmRight_jx,forearmRight_py,forearmRight_vy,forearmRight_ay,forearmRight_jy,forearmRight_pz,forearmRight_vz,forearmRight_az,forearmRight_jz,handRight_px,handRight_vx,handRight_ax,handRight_jx,handRight_py,handRight_vy,handRight_ay,handRight_jy,handRight_pz,handRight_vz,handRight_az,handRight_jz,shoulderLeft_px,shoulderLeft_vx,shoulderLeft_ax,shoulderLeft_jx,shoulderLeft_py,shoulderLeft_vy,shoulderLeft_ay,shoulderLeft_jy,shoulderLeft_pz,shoulderLeft_vz,shoulderLeft_az,shoulderLeft_jz,upperArmLeft_px,upperArmLeft_vx,upperArmLeft_ax,upperArmLeft_jx,upperArmLeft_py,upperArmLeft_vy,upperArmLeft_ay,upperArmLeft_jy,upperArmLeft_pz,upperArmLeft_vz,upperArmLeft_az,upperArmLeft_jz,forearmLeft_px,forearmLeft_vx,forearmLeft_ax,forearmLeft_jx,forearmLeft_py,forearmLeft_vy,forearmLeft_ay,forearmLeft_jy,forearmLeft_pz,forearmLeft_vz,forearmLeft_az,forearmLeft_jz,handLeft_px,handLeft_vx,handLeft_ax,handLeft_jx,handLeft_py,handLeft_vy,handLeft_ay,handLeft_jy,handLeft_pz,handLeft_vz,handLeft_az,handLeft_jz,upperLegRight_px,upperLegRight_vx,upperLegRight_ax,upperLegRight_jx,upperLegRight_py,upperLegRight_vy,upperLegRight_ay,upperLegRight_jy,upperLegRight_pz,upperLegRight_vz,upperLegRight_az,upperLegRight_jz,lowerLegRight_px,lowerLegRight_vx,lowerLegRight_ax,lowerLegRight_jx,lowerLegRight_py,lowerLegRight_vy,lowerLegRight_ay,lowerLegRight_jy,lowerLegRight_pz,lowerLegRight_vz,lowerLegRight_az,lowerLegRight_jz,footRight_px,footRight_vx,footRight_ax,footRight_jx,footRight_py,footRight_vy,footRight_ay,footRight_jy,footRight_pz,footRight_vz,footRight_az,footRight_jz,toeRight_px,toeRight_vx,toeRight_ax,toeRight_jx,toeRight_py,toeRight_vy,toeRight_ay,toeRight_jy,toeRight_pz,toeRight_vz,toeRight_az,toeRight_jz,upperLegLeft_px,upperLegLeft_vx,upperLegLeft_ax,upperLegLeft_jx,upperLegLeft_py,upperLegLeft_vy,upperLegLeft_ay,upperLegLeft_jy,upperLegLeft_pz,upperLegLeft_vz,upperLegLeft_az,upperLegLeft_jz,lowerLegLeft_px,lowerLegLeft_vx,lowerLegLeft_ax,lowerLegLeft_jx,lowerLegLeft_py,lowerLegLeft_vy,lowerLegLeft_ay,lowerLegLeft_jy,lowerLegLeft_pz,lowerLegLeft_vz,lowerLegLeft_az,lowerLegLeft_jz,footLeft_px,footLeft_vx,footLeft_ax,footLeft_jx,footLeft_py,footLeft_vy,footLeft_ay,footLeft_jy,footLeft_pz,footLeft_vz,footLeft_az,footLeft_jz,toeLeft_px,toeLeft_vx,toeLeft_ax,toeLeft_jx,toeLeft_py,toeLeft_vy,toeLeft_ay,toeLeft_jy,toeLeft_pz,toeLeft_vz,toeLeft_az,toeLeft_jz
0,4.63047142,0.00000000,0.00000000,0.00000000,10.38258603,0.00000000,0.00000000,0.00000000,0.94826713,0.00000000,0.00000000,0.00000000,5.11294627,0.00000000,0.00000000,0.00000000,10.04567611,0.00000000,0.00000000,0.00000000,1.01367677,0.00000000,0.00000000,0.00000000,5.78492164,0.00000000,0.00000000,0.00000000,9.94791787,0.00000000,0.00000000,0.00000000,1.18096059,0.00000000,0.00000000,0.00000000,5.41479025,0.00000000,0.00000000,0.00000000,9.94900981,0.00000000,0.00000000,0.00000000,1.31139761,0.00000000,0.00000000,0.00000000,5.72271190,0.00000000,0.00000000,0.00000000,10.13267908,0.00000000,0.00000000,0.00000000,1.34976913,0.00000000,0.00000000,0.00000000,5.24484762,0.00000000,0.00000000,0.00000000,10.36689150,0.00000000,0.00000000,0.00000000,1.48840333,0.00000000,0.00000000,0.00000000,5.42946906,0.00000000,0.00000000,0.00000000,9.83664698,0.00000000,0.00000000,0.00000000,1.56151004,0.00000000,0.00000000,0.00000000,5.70413683,0.00000000,0.00000000,0.00000000,9.44387133,0.00000000,0.00000000,0.00000000,1.29928457,0.00000000,0.00000000,0.00000000,5.04264668,0.00000000,0.00000000,0.00000000,10.24351823,0.00000000,0.00000000,0.00000000,1.43910620,0.00000000,0.00000000,0.00000000,5.00701280,0.00000000,0.00000000,0.00000000,10.70394448,0.00000000,0.00000000,0.00000000,1.01580973,0.00000000,0.00000000,0.00000000,4.86189582,0.00000000,0.00000000,0.00000000,10.60857110,0.00000000,0.00000000,0.00000000,0.86545799,0.00000000,0.00000000,0.00000000,5.46347883,0.00000000,0.00000000,0.00000000,9.67777630,0.00000000,0.00000000,0.00000000,1.38420615,0.00000000,0.00000000,0.00000000,5.37333967,0.00000000,0.00000000,0.00000000,9.45873751,0.00000000,0.00000000,0.00000000,1.30243181,0.00000000,0.00000000,0.00000000,5.18583078,0.00000000,0.00000000,0.00000000,9.91786625,0.00000000,0.00000000,0.00000000,1.10693814,0.00000000,0.00000000,0.00000000,5.10068872,0.00000000,0.00000000,0.00000000,9.79888737,0.00000000,0.00000000,0.00000000,0.76175026,0.00000000,0.00000000,0.00000000,5.18979452,0.00000000,0.00000000,0.00000000,10.38215245,0.00000000,0.00000000,0.00000000,0.90673203,0.00000000,0.00000000,0.00000000,5.09851256,0.00000000,0.00000000,0.00000000,10.60850164,0.00000000,0.00000000,0.00000000,0.55285319,0.00000000,0.00000000,0.00000000,5.42990225,0.00000000,0.00000000,0.00000000,9.82095753,0.00000000,0.00000000,0.00000000,0.08733269,0.00000000,0.00000000,0.00000000,4.98195797,0.00000000,0.00000000,0.00000000,11.01028200,0.00000000,0.00000000,0.00000000,0.02322464,0.00000000,0.00000000,0.00000000,5.48405049,0.00000000,0.00000000,0.00000000,11.13729507,0.00000000,0.00000000,0.00000000,0.83572474,0.00000000,0.00000000,0.00000000,5.43608559,0.00000000,0.00000000,0.00000000,9.80317893,0.00000000,0.00000000,0.00000000,0.50750430,0.00000000,0.00000000,0.00000000,5.66776463,0.00000000,0.00000000,0.00000000,9.64927945,0.00000000,0.00000000,0.00000000,0.10177178,0.00000000,0.00000000,0.00000000,5.08598706,0.00000000,0.00000000,0.00000000,9.81528982,0.00000000,0.00000000,0.00000000,0.03266350,0.00000000,0.00000000,0.00000000
1,5.15259053,0.51697534,0.00258483,0.00000862,10.53456685,0.15048355,0.00075241,0.00000251,0.91429181,-0.03364060,-0.00016820,-0.00000056,4.81675741,-0.29327089,-0.00146633,-0.00000489,10.16014058,0.11333680,0.00056667,0.00000189,1.02425873,0.01047771,0.00005239,0.00000017,5.11358573,-0.66472209,-0.00332356,-0.00001108,9.65160982,-0.29338891,-0.00146692,-0.00000489,1.12920601,-0.05124470,-0.00025622,-0.00000085,5.37473758,-0.03965807,-0.00019829,-0.00000066,10.11561526,0.16496409,0.00082481,0.00000275,1.23924646,-0.07144034,-0.00035720,-0.00000119,5.80299862,0.07949576,0.00039747,0.00000132,9.78922886,-0.34006664,-0.00170030,-0.00000567,1.33291925,-0.01668388,-0.00008342,-0.00000028,5.44382059,0.19701275,0.00098505,0.00000328,10.13316654,-0.23142237,-0.00115709,-0.00000386,1.47383799,-0.01442184,-0.00007211,-0.00000024,5.21688555,-0.21048920,-0.00105243,-0.00000351,10.09620942,0.25700530,0.00128501,0.00000428,1.55423514,-0.00720323,-0.00003602,-0.00000012,5.32540892,-0.37499679,-0.00187495,-0.00000625,9.98770022,0.53847123,0.00269231,0.00000897,1.35314240,0.05332724,0.00026663,0.00000089,5.24236051,0.19774630,0.00098872,0.00000330,10.63358031,0.38621930,0.00193106,0.00000644,1.34743325,-0.09076981,-0.00045384,-0.00000151,5.35904981,0.34856883,0.00174282,0.00000581,10.55644609,-0.14604528,-0.00073021,-0.00000243,1.00057145,-0.01508815,-0.00007544,-0.00000025,4.95343512,0.09063748,0.00045318,0.00000151,10.50210515,-0.10541708,-0.00052708,-0.00000176,0.87151099,0.00599337,0.00002997,0.00000010,5.41758421,-0.04544247,-0.00022721,-0.00000076,10.26777634,0.58418753,0.00292089,0.00000974,1.39688446,0.01255341,0.00006277,0.00000021,5.53129029,0.15639453,0.00078196,0.00000261,10.81514965,1.34304913,0.00671513,0.00002238,1.34525452,0.04240083,0.00021200,0.00000071,5.23557779,0.04925691,0.00024628,0.00000082,9.74906830,-0.16713500,-0.00083566,-0.00000279,1.02847323,-0.07769189,-0.00038845,-0.00000129,5.26620117,0.16388186,0.00081940,0.00000273,10.20440912,0.40152666,0.00200760,0.00000669,0.84778677,0.08518890,0.00042594,0.00000142,5.00327022,-0.18468671,-0.00092342,-0.00000308,10.17562624,-0.20449156,-0.00102244,-0.00000341,0.95380720,0.04661140,0.00023305,0.00000078,5.34959152,0.24860540,0.00124301,0.00000414,10.38667760,-0.21963869,-0.00109818,-0.00000366,0.53596238,-0.01672440,-0.00008362,-0.00000028,5.36852183,-0.06077572,-0.00030387,-0.00000101,10.12372227,0.29978198,0.00149888,0.00000500,0.09258434,0.00519991,0.00002600,0.00000009,4.78754355,-0.19249909,-0.00096248,-0.00000321,10.17600778,-0.82605518,-0.00413021,-0.00001377,0.02222943,-0.00098541,-0.00000493,-0.00000002,5.22257079,-0.25890367,-0.00129450,-0.00000431,10.67392039,-0.45880963,-0.00229401,-0.00000765,0.90888541,0.07243991,0.00036219,0.00000121,5.35319024,-0.08207869,-0.00041039,-0.00000137,10.08170583,0.27578293,0.00137889,0.00000460,0.53948282,0.03166347,0.00015831,0.00000053,5.72885040,0.06048397,0.00030241,0.00000101,10.23178458,0.57676645,0.00288378,0.00000961,0.09897798,-0.00276628,-0.00001383,-0.00000005,5.49751332,0.40747202,0.00203733,0.00000679,9.69047686,-0.12358334,-0.00061791,-0.00000206,0.03024954,-0.00239019,-0.00001195,-0.00000004
2,5.30535472,1.07417700,0.00957696,0.00005996,10.78467479,1.08897996,0.01252960,0.00008899,0.91272182,-0.03829911,-0.00022664,-0.00000099,4.91100577,0.07357805,0.00313742,0.00002892,10.17546979,0.16693237,0.00123920,0.00000683,1.03671083,0.05708998,0.00063732,0.00000447,5.17534318,-0.40652367,-0.00008310,0.00001272,9.72674072,0.00129517,0.00223123,0.00002227,1.11881035,-0.08855686,-0.00072443,-0.00000429,5.30542082,-0.29983711,-0.00346328,-0.00002464,10.11238930,0.14656658,0.00059386,0.00000105,1.21139057,-0.17390428,-0.00164299,-0.00001063,5.70106619,-0.30830132,-0.00446906,-0.00003441,9.82275016,-0.20070107,0.00004876,0.00000718,1.31398127,-0.08754667,-0.00097267,-0.00000681,5.44681456,0.20088746,0.00103358,0.00000364,10.50126528,1.16689355,0.01639059,0.00012500,1.44902413,-0.10755165,-0.00124079,-0.00000882,5.34166755,0.26850479,0.00495860,0.00004063,10.00091063,-0.11244181,-0.00335134,-0.00002976,1.55312395,-0.01112645,-0.00008524,-0.00000048,5.16823744,-0.95418896,-0.00914311,-0.00005962,9.95507279,0.39499993,0.00089163,-0.00000425,1.33642495,-0.01179248,-0.00055059,-0.00000511,5.30143033,0.41328248,0.00369341,0.00002316,10.92467335,1.47054890,0.01553823,0.00010635,1.40541046,0.13151917,0.00233572,0.00001897,5.36401993,0.35418973,0.00181319,0.00000633,10.71597826,0.46170267,0.00689653,0.00005357,1.08954006,0.32134161,0.00414645,0.00003075,5.03484454,0.39454493,0.00426690,0.00002951,10.12506759,-1.52477816,-0.01833871,-0.00013255,0.83573641,-0.12928340,-0.00166764,-0.00001237,5.37190872,-0.21615646,-0.00236949,-0.00001649,10.37204476,0.95578123,0.00758378,0.00004397,1.38931612,-0.01649074,-0.00030172,-0.00000247,5.38827072,-0.38940772,-0.00606743,-0.00004769,10.66386061,0.72129065,-0.00108798,-0.00003492,1.34740558,0.04892264,0.00029382,0.00000131,5.26473455,0.15746807,0.00160421,0.00001079,9.93315801,0.53411398,0.00796445,0.00006183,1.09422918,0.17346918,0.00276342,0.00002185,5.46595642,0.91178926,0.01020487,0.00007165,10.18847901,0.32625159,0.00106278,-0.00000025,0.85236772,0.09927048,0.00060261,0.00000272,4.90708572,-0.54082499,-0.00539254,-0.00003589,9.98459625,-0.91792963,-0.00997534,-0.00006915,0.94815514,0.02351728,-0.00005678,-0.00000135,5.43581724,0.56473897,0.00521008,0.00003327,10.30691111,-0.51248044,-0.00477297,-0.00003064,0.54449825,0.01612946,0.00032867,0.00000275,5.22255238,-0.60952628,-0.00719016,-0.00005158,10.33394684,1.08208792,0.01131597,0.00007708,0.08979335,-0.00553226,-0.00010868,-0.00000090,5.13068926,1.11015042,0.01538466,0.00011683,9.96128098,-1.60551598,-0.01391134,-0.00008559,0.02286649,0.00145668,0.00002572,0.00000021,5.16829432,-0.45403902,-0.00374315,-0.00002229,10.08805870,-2.65316872,-0.02983099,-0.00020985,0.93291891,0.16043646,0.00146644,0.00000932,5.22128129,-0.57694702,-0.00662049,-0.00004697,10.02372303,0.04649759,-0.00149856,-0.00001653,0.54065302,0.03488731,0.00019876,0.00000082,5.52487211,-0.71182451,-0.00938938,-0.00007016,10.55676080,1.78182284,0.01800587,0.00012065,0.09662787,-0.01153377,-0.00012385,-0.00000085,5.52065638,0.47947594,0.00294072,0.00001342,9.84066383,0.44803918,0.00655549,0.00005061,0.03133370,0.00179272,0.00004054,0.00000035
3,5.48561190,2.35722838,0.03483179,0.00034291,10.62675459,-0.18851994,-0.01261881,-0.00019279,0.91812936,0.00552372,0.00063602,0.00000868,4.94982277,0.36182192,0.00881100,0.00009248,10.26344588,0.82014780,0.01409718,0.00015089,1.01126541,-0.13980561,-0.00323853,-0.00003896,5.21458251,-0.07877854,0.00636852,0.00008500,9.74941274,0.17280932,0.00560717,0.00006009,1.15112207,0.16268637,0.00422125,0.00005112,5.40013841,0.43968233,0.01109416,0.00013847,10.52884208,3.28735787,0.06241838,0.00069374,1.22961586,-0.02282219,0.00133119,0.00002269,5.43503652,-2.29842800,-0.04364300,-0.00047331,9.62126154,-1.71045586,-0.02966981,-0.00032579,1.36170121,0.28023312,0.00626698,0.00007431,5.39002811,-0.24408868,-0.00772568,-0.00009450,10.38827086,0.22354995,-0.00218055,-0.00008309,1.48298369,0.15759558,0.00397863,0.00004966,5.27237522,-0.27620064,-0.00576417,-0.00007951,9.90791709,-0.80777568,-0.01703821,-0.00018311,1.55175064,-0.02067895,-0.00027327,-0.00000259,5.17471056,-0.83306903,-0.00675773,-0.00003289,9.77411010,-1.00448337,-0.02665659,-0.00031290,1.30912622,-0.21751282,-0.00460001,-0.00005048,5.07905316,-1.30099863,-0.03005171,-0.00035493,10.67251605,-0.54902406,-0.02421787,-0.00033909,1.39353510,0.03171042,0.00037078,-0.00000305,5.25592122,-0.49073279,-0.01481890,-0.00018002,10.63162702,-0.21157778,-0.00635742,-0.00009493,1.11258906,0.47150494,0.00710182,0.00006386,5.11324972,0.95812645,0.01536012,0.00015380,10.31999501,0.06573397,0.01297187,0.00021827,0.84818773,-0.02527828,0.00037985,0.00001058,5.17647312,-1.67895317,-0.03116348,-0.00033909,10.35426542,0.74895595,0.00351149,-0.00000166,1.40252996,0.08476196,0.00169142,0.00001986,5.34497224,-0.68769412,-0.01193830,-0.00011346,10.63888453,0.47766127,-0.00588382,-0.00008865,1.34937555,0.06013226,0.00051443,0.00000378,5.34397259,0.74527029,0.01317454,0.00014043,9.99472692,0.95974451,0.01634178,0.00015569,1.10686767,0.25602003,0.00438806,0.00004005,5.46477814,0.83396199,0.00867159,0.00005446,10.28220030,1.01088934,0.01453926,0.00015074,0.85047456,0.07743494,0.00017270,-0.00000210,5.06368551,0.68526364,0.01874299,0.00023452,9.66817217,-3.24337490,-0.05574909,-0.00058199,0.93459522,-0.08088992,-0.00211197,-0.00002438,5.46473227,0.74088776,0.00867677,0.00007211,10.23956654,-0.98342998,-0.01404270,-0.00013450,0.52743038,-0.11426450,-0.00223809,-0.00002601,5.18877193,-0.81912786,-0.01131515,-0.00009779,10.41534949,1.61638739,0.02183188,0.00019489,0.08902392,-0.01093791,-0.00021508,-0.00000209,5.15875929,1.23872295,0.01791368,0.00014515,9.92654285,-1.74704989,-0.01669547,-0.00011677,0.02353615,0.00641491,0.00012332,0.00000130,5.15548381,-0.51666651,-0.00497542,-0.00003610,9.97593988,-3.30121281,-0.04258358,-0.00035271,0.95326158,0.30226947,0.00425814,0.00004059,5.22022300,-0.54135467,-0.00591904,-0.00003910,10.11446329,0.72972196,0.01195044,0.00013415,0.53622280,-0.00128089,-0.00051322,-0.00000715,5.48382289,-0.96871779,-0.01444502,-0.00012679,10.61524385,2.08976345,0.02406516,0.00018853,0.09423311,-0.02878652,-0.00046345,-0.00000466,5.44804830,-0.10631092,-0.00859059,-0.00011577,10.03961929,1.91996598,0.03552872,0.00037523,0.03160227,0.00369006,0.00007789,0.00000076
4,5.50428666,2.30308353,0.03336455,0.00032066,10.45009030,-2.13265943,-0.06508592,-0.00098642,0.94042278,0.25287898,0.00731157,0.00010965,5.11007869,2.10414375,0.05583147,0.00080374,9.99109595,-2.30021621,-0.07011774,-0.00112304,1.02775691,0.05914441,0.00213123,0.00004228,5.18918745,-0.35241842,-0.00101737,-0.00002674,9.96645778,2.56777424,0.07024176,0.00103780,1.13199218,-0.06814559,-0.00200909,-0.00004313,5.32253816,-0.47224408,-0.01351859,-0.00023387,10.63278302,4.07841028,0.08375746,0.00101643,1.21872106,-0.14145112,-0.00187051,-0.00002574,5.45125668,-1.86277984,-0.03187865,-0.00029528,9.70940438,-0.54009784,0.00192065,0.00015212,1.37580282,0.40597104,0.00965946,0.00012561,5.41955194,0.11137319,0.00186869,0.00005065,10.26281450,-1.19675246,-0.04051202,-0.00066291,1.47115188,0.00850226,-0.00004569,-0.00001123,5.14546518,-1.65711989,-0.04303177,-0.00064324,9.85171240,-1.34323945,-0.03148658,-0.00040164,1.59525614,0.46551850,0.01284831,0.00019590,5.14799218,-1.03765420,-0.01227760,-0.00011638,9.66090956,-2.15210804,-0.05762471,-0.00078130,1.30129906,-0.28042228,-0.00629708,-0.00007615,5.16577623,-0.19197878,-0.00011683,0.00009795,10.38056146,-3.73551800,-0.11021208,-0.00163986,1.39794680,0.07725692,0.00159986,0.00001555,5.20010245,-1.05714693,-0.03010313,-0.00041120,10.62442007,-0.26826553,-0.00788655,-0.00011805,1.13353077,0.65205680,0.01197329,0.00013754,5.13862634,1.13395895,0.02010290,0.00022552,10.23061900,-0.93556003,-0.01405245,-0.00019055,0.83370373,-0.18356463,-0.00389199,-0.00005405,5.23765412,-0.81200246,-0.00776113,0.00001496,10.23721003,-0.63629056,-0.03387461,-0.00056719,1.38113717,-0.16259610,-0.00498456,-0.00008113,5.51777002,1.31066628,0.04199569,0.00070241,10.55649864,-0.49187914,-0.03204915,-0.00048443,1.36691444,0.24852913,0.00559880,0.00008069,5.33932866,0.61084725,0.00954457,0.00008549,10.10294274,2.05680420,0.04594646,0.00060349,1.10846155,0.24531335,0.00409833,0.00003566,5.55840238,1.78264147,0.03427284,0.00044172,10.24651559,0.50167689,0.00079418,-0.00005720,0.82385442,-0.22726499,-0.00805064,-0.00012649,4.98506917,-0.26520766,-0.00691111,-0.00015358,9.59164967,-3.73428854,-0.06898868,-0.00078218,0.92598045,-0.16773244,-0.00445536,-0.00005982,5.40697050,0.01609433,-0.01088563,-0.00022382,10.28269980,-0.39441887,0.00185602,0.00010602,0.52600618,-0.11741730,-0.00232284,-0.00002729,5.07635558,-1.97850195,-0.04260235,-0.00057105,10.47967630,2.15229684,0.03629110,0.00041359,0.09007345,0.00195025,0.00013279,0.00000317,5.13963029,0.88834559,0.00845428,0.00000204,10.13942183,0.81490717,0.05245016,0.00092920,0.02368798,0.00739140,0.00014965,0.00000170,5.34283118,1.62456781,0.05281336,0.00083807,10.00802025,-2.57760882,-0.02304694,-0.00005712,0.94004387,0.12167204,-0.00061658,-0.00003315,5.33246069,0.76719224,0.02939733,0.00049513,10.18974997,1.48606321,0.03236076,0.00044288,0.53349133,-0.03152462,-0.00132938,-0.00001950,5.39660120,-1.83124955,-0.03772047,-0.00047886,10.78076687,3.69861959,0.06748049,0.00084524,0.09306937,-0.03853303,-0.00072641,-0.00000864,5.34075930,-1.28791375,-0.04047862,-0.00059812,9.89907658,0.14353052,-0.01241970,-0.00035014,0.03156039,0.00281446,0.00005424,0.00000041
5,5.54678159,2.56678851,0.04252646,0.00049648,10.44869204,-1.86359012,-0.05571629,-0.00080637,0.94030369,0.21711534,0.00606645,0.00008573,5.21341819,3.21834632,0.09456635,0.00154717,9.85129427,-3.88143597,-0.12509131,-0.00217814,1.05444306,0.41228564,0.01441136,0.00027801,5.22517301,0.18222984,0.01757505,0.00033018,9.91149303,1.47715082,0.03230141,0.00030927,1.14947764,0.17767592,0.00653959,0.00012098,5.25063451,-1.38148632,-0.04513501,-0.00084075,10.45535890,1.12633228,-0.01891966,-0.00095483,1.25020987,0.30378905,0.01361305,0.00027150,5.35915080,-2.85740436,-0.06645846,-0.00095904,9.73004573,-0.18766728,0.01417724,0.00038738,1.35161444,0.02379956,-0.00363261,-0.00012958,5.46709810,0.73972808,0.02371951,0.00047010,10.26513952,-1.00371924,-0.03379185,-0.00053378,1.45461653,-0.21641006,-0.00786709,-0.00016137,5.16061079,-1.22831975,-0.02811176,-0.00035670,9.96906085,0.42623247,0.03005352,0.00077981,1.62294473,0.77733314,0.02368912,0.00040397,5.18815022,-0.35391963,0.01150230,0.00034014,9.60011481,-2.68410841,-0.07611273,-0.00113606,1.32624480,0.09503978,0.00676100,0.00017454,5.05432031,-1.67425559,-0.05166180,-0.00089157,10.32898670,-3.92896930,-0.11691739,-0.00176827,1.39294052,-0.00092917,-0.00111945,-0.00003666,5.24672131,-0.28351102,-0.00319368,0.00010545,10.34692510,-3.98718145,-0.13720983,-0.00260061,1.11335269,0.29087432,-0.00058958,-0.00010365,5.13634341,0.94980248,0.01369414,0.00010245,10.37116379,1.09280586,0.05648671,0.00116360,0.83194196,-0.18260129,-0.00385768,-0.00005338,5.27693471,-0.17063548,0.01454518,0.00044317,10.35145838,0.99554110,0.02287824,0.00052239,1.39215629,0.00847453,0.00096532,0.00003311,5.58193198,2.00195350,0.06602754,0.00116361,10.34911733,-3.23196140,-0.12732887,-0.00231340,1.36095576,0.13431496,0.00162588,0.00000441,5.48539705,2.50491567,0.07540810,0.00134984,10.08779633,1.57393395,0.02914476,0.00028084,1.09734253,0.06168907,-0.00228825,-0.00008695,5.48113628,0.49614071,-0.01047257,-0.00041733,10.16161599,-0.71509094,-0.04151962,-0.00086947,0.85094777,0.17004946,0.00576746,0.00013879,5.02581998,0.32206877,0.01351222,0.00023851,9.72705100,-1.39730549,0.01229579,0.00077837,0.92863322,-0.10917792,-0.00241818,-0.00002070,5.46703445,0.82661823,0.01730179,0.00031733,10.48006396,2.32976321,0.09658954,0.00192457,0.53254176,-0.01310826,0.00130503,0.00004236,5.10429593,-1.33306518,-0.02014826,-0.00013990,10.39100120,0.66140207,-0.01556306,-0.00058192,0.09142385,0.01996162,0.00075912,0.00001519,5.18222591,1.34462750,0.02431851,0.00030658,10.18359901,1.30293934,0.06941247,0.00125465,0.02358507,0.00499989,0.00006645,0.00000010,5.51868379,3.78490909,0.12792898,0.00227988,9.82075147,-4.76319112,-0.09904285,-0.00151598,0.94339294,0.15052196,0.00038655,-0.00001389,5.30486634,0.29023255,0.01280584,0.00017653,10.05294103,-0.56607314,-0.03900886,-0.00092727,0.52781700,-0.10405770,-0.00385144,-0.00006791,5.31698308,-2.66120733,-0.06657382,-0.00103266,10.52394688,-0.27662447,-0.07077316,-0.00180894,0.09302695,-0.03389944,-0.00056511,-0.00000554,5.29509502,-1.73194954,-0.05591182,-0.00089428,10.06633700,2.38740980,0.06561175,0.00114787,0.03163868,0.00349364,0.00007785,0.00000086
